Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2023-01-27 00:00:00-05:00,141.03236318771044,145.04186713056833,140.95355034191297,143.7611846923828,70555800,0.0,0.0,AAPL
2023-01-30 00:00:00-05:00,142.80561778514152,143.38684562469143,140.72697590646771,140.87474060058594,64015300,0.0,0.0,AAPL
2023-01-31 00:00:00-05:00,140.57920288721874,142.19482875871702,140.1654466919342,142.14556884765625,65874500,0.0,0.0,AAPL
2023-02-01 00:00:00-05:00,141.83030751885846,144.43107102589934,139.2196980441436,143.2686004638672,77663600,0.0,0.0,AAPL
2023-02-02 00:00:00-05:00,146.68701339404373,148.93312639059383,145.9678670041684,148.5784912109375,118339000,0.0,0.0,AAPL
2023-02-03 00:00:00-05:00,145.82993873509255,155.0409826349262,145.6329141931087,152.2037811279297,154357300,0.0,0.0,AAPL
2023-02-06 00:00:00-05:00,150.30250288074524,150.82462478693864,148.53909754834626,149.4749755859375,69858300,0.0,0.0,AAPL
2023-02-07 00:00:00-05:00,148.40119485902974,152.92297488891165,148.40119485902974,152.35159301757812,83322600,0.0,0.0,AAPL
2023-02-08 00:00:00-05:00,151.5930321421785,152.28262569889247,148.9233016908853,149.6621551513672,64120100,0.0,0.0,AAPL
2023-02-09 00:00:00-05:00,151.49454806895722,152.0363770741855,148.18448318394462,148.62779235839844,56007100,0.0,0.0,AAPL
2023-02-10 00:00:00-05:00,147.46354505272012,149.31842209117474,147.226745512614,148.99282836914062,57450700,0.23,0.0,AAPL
2023-02-13 00:00:00-05:00,148.93360529625505,152.19938787253557,148.90400724096855,151.7948760986328,62199000,0.0,0.0,AAPL
2023-02-14 00:00:00-05:00,150.08798919443248,151.71595766811416,148.8448255867729,151.153564453125,61707600,0.0,0.0,AAPL
2023-02-15 00:00:00-05:00,151.06478017591323,153.4228543120151,150.83785669682248,153.255126953125,65573800,0.0,0.0,AAPL
2023-02-16 00:00:00-05:00,151.45941308943844,154.24175084931028,151.3015618059057,151.65675354003906,68167900,0.0,0.0,AAPL
2023-02-17 00:00:00-05:00,150.31495787953284,150.95626934167754,148.83499445461442,150.5122833251953,59144100,0.0,0.0,AAPL
2023-02-21 00:00:00-05:00,148.19363813923312,149.27895045459564,146.42755543146694,146.49661254882812,58867200,0.0,0.0,AAPL
2023-02-22 00:00:00-05:00,146.88139380804506,147.94696900428042,145.19424437189434,146.92086791992188,51011300,0.0,0.0,AAPL
2023-02-23 00:00:00-05:00,148.08511286734324,148.33177339849212,145.27319184522457,147.40432739257812,48394200,0.0,0.0,AAPL
2023-02-24 00:00:00-05:00,145.1449254913303,145.22385866894857,143.77349352201168,144.75027465820312,55469600,0.0,0.0,AAPL
2023-02-27 00:00:00-05:00,145.736905394929,147.17739437262094,145.48036882399748,145.944091796875,44998500,0.0,0.0,AAPL
2023-02-28 00:00:00-05:00,145.08572620470352,147.08860849628215,144.86866373473268,145.44091796875,50547000,0.0,0.0,AAPL
2023-03-01 00:00:00-05:00,144.8686422706239,145.26329303666353,143.0729466587316,143.3689422607422,55479000,0.0,0.0,AAPL
2023-03-02 00:00:00-05:00,142.4513915466776,144.75026945161636,141.977792498003,143.96095275878906,52238100,0.0,0.0,AAPL
2023-03-03 00:00:00-05:00,146.06247767198354,149.09147589261863,145.36197027021535,149.01254272460938,70732300,0.0,0.0,AAPL
2023-03-06 00:00:00-05:00,151.7357028817241,154.2121845297758,151.41012419214647,151.77517700195312,87558000,0.0,0.0,AAPL
2023-03-07 00:00:00-05:00,151.64692152785602,151.97251529995512,149.11125859479384,149.57498168945312,56182000,0.0,0.0,AAPL
2023-03-08 00:00:00-05:00,150.76879154793838,151.41997901042942,149.80188641133856,150.82798767089844,47204800,0.0,0.0,AAPL
2023-03-09 00:00:00-05:00,151.5087739759212,152.47567911750554,148.2232536400137,148.5784454345703,53833600,0.0,0.0,AAPL
2023-03-10 00:00:00-05:00,148.2035529702143,148.92379766523285,145.63827685635812,146.51638793945312,68572400,0.0,0.0,AAPL
2023-03-13 00:00:00-04:00,145.83556564568843,151.09436981836478,145.72703441304543,148.4600372314453,84457100,0.0,0.0,AAPL
2023-03-14 00:00:00-04:00,149.25919818665145,151.35087437586574,148.09496787151124,150.55169677734375,73695900,0.0,0.0,AAPL
2023-03-15 00:00:00-04:00,149.17042182051847,151.20290214198522,147.91738213550175,150.94638061523438,77167900,0.0,0.0,AAPL
2023-03-16 00:00:00-04:00,150.1274466592856,154.3700101664544,149.6143886164517,153.76815795898438,76161100,0.0,0.0,AAPL
2023-03-17 00:00:00-04:00,153.99511025228628,154.64629769155513,152.21915135199143,152.92953491210938,98944600,0.0,0.0,AAPL
2023-03-20 00:00:00-04:00,152.99860710640667,155.7118730486912,152.09088307007352,155.29747009277344,73641400,0.0,0.0,AAPL
2023-03-21 00:00:00-04:00,155.21854884327422,157.2707512481165,154.44895412275298,157.15235900878906,73938300,0.0,0.0,AAPL
2023-03-22 00:00:00-04:00,157.17207516380427,159.97413485829682,155.7019731494937,155.72171020507812,75701800,0.0,0.0,AAPL
2023-03-23 00:00:00-04:00,156.70838216666218,159.3920501505052,155.57373460560854,156.80703735351562,67622100,0.0,0.0,AAPL
2023-03-24 00:00:00-04:00,156.73795839634036,158.1981844310787,155.74145533462084,158.10939025878906,59196500,0.0,0.0,AAPL
2023-03-27 00:00:00-04:00,157.80355536791788,158.6224701978729,155.76119879412065,156.1657257080078,52390300,0.0,0.0,AAPL
2023-03-28 00:00:00-04:00,155.85986113132142,156.37291926303735,153.89643783944095,155.54412841796875,45992200,0.0,0.0,AAPL
2023-03-29 00:00:00-04:00,157.24115895998125,158.89872564622954,157.2214369560123,158.62246704101562,51305700,0.0,0.0,AAPL
2023-03-30 00:00:00-04:00,159.3722779761809,160.29972384705454,159.11575648092384,160.19119262695312,49501700,0.0,0.0,AAPL
2023-03-31 00:00:00-04:00,160.27014967971024,162.79595111857384,159.74723055627194,162.69728088378906,68749800,0.0,0.0,AAPL
2023-04-03 00:00:00-04:00,162.07570339841976,164.06870961825848,162.02636828199599,163.9503173828125,56976200,0.0,0.0,AAPL
2023-04-04 00:00:00-04:00,164.37455488216787,164.61133931497844,162.90445295696958,163.41751098632812,46278300,0.0,0.0,AAPL
2023-04-05 00:00:00-04:00,162.53942989245922,162.84528654392068,159.63869962188485,161.572509765625,51511700,0.0,0.0,AAPL
2023-04-06 00:00:00-04:00,160.26025717712315,162.75647535534287,159.83600833200663,162.46047973632812,45390100,0.0,0.0,AAPL
2023-04-10 00:00:00-04:00,159.26376357061562,159.86561584472656,157.94166678976978,159.86561584472656,47716900,0.0,0.0,AAPL
2023-04-11 00:00:00-04:00,160.18136751588224,160.1912285181147,158.3659344224378,158.65206909179688,47644200,0.0,0.0,AAPL
2023-04-12 00:00:00-04:00,159.06644488688698,159.89522066020655,157.64567781550258,157.96141052246094,50133100,0.0,0.0,AAPL
2023-04-13 00:00:00-04:00,159.47099850154177,163.585295053308,159.2637969960001,163.34849548339844,68445600,0.0,0.0,AAPL
2023-04-14 00:00:00-04:00,162.39143019016473,164.0983319737809,161.63172656331614,163.00315856933594,49386500,0.0,0.0,AAPL
2023-04-17 00:00:00-04:00,162.8847436304976,163.1807392768596,161.83890539432053,163.0228729248047,41516200,0.0,0.0,AAPL
2023-04-18 00:00:00-04:00,163.88125462301093,165.1737533320214,163.4372536454433,164.24630737304688,49923000,0.0,0.0,AAPL
2023-04-19 00:00:00-04:00,163.5852815705882,165.91375779040226,163.3287449605883,165.39083862304688,47720200,0.0,0.0,AAPL
2023-04-20 00:00:00-04:00,163.8713720291843,165.62759364761484,163.34845295487423,164.42388916015625,52456400,0.0,0.0,AAPL
2023-04-21 00:00:00-04:00,162.84528714652217,164.226580111448,162.29276996055185,162.81568908691406,58337300,0.0,0.0,AAPL
2023-04-24 00:00:00-04:00,162.79595779149312,163.387949114539,161.70078438233358,163.12155151367188,41949600,0.0,0.0,AAPL
2023-04-25 00:00:00-04:00,162.98339679746925,164.08843103621228,161.5428928319972,161.58236694335938,48714100,0.0,0.0,AAPL
2023-04-26 00:00:00-04:00,160.8818632857178,163.07221001839787,160.625341751742,161.572509765625,45498800,0.0,0.0,AAPL
2023-04-27 00:00:00-04:00,162.98344154461137,166.30842122903613,162.98344154461137,166.16043090820312,64902300,0.0,0.0,AAPL
2023-04-28 00:00:00-04:00,166.23934534853646,167.58117930762924,165.63749302008387,167.41343688964844,55275900,0.0,0.0,AAPL
2023-05-01 00:00:00-04:00,167.01878932487827,168.17315888477142,166.38733892318547,167.32464599609375,52472900,0.0,0.0,AAPL
2023-05-02 00:00:00-04:00,167.81794875664258,168.07448533412125,165.30200842691818,166.2886505126953,48425700,0.0,0.0,AAPL
2023-05-03 00:00:00-04:00,167.23584575291258,168.63687581044152,164.92710671677185,165.21322631835938,65136000,0.0,0.0,AAPL
2023-05-04 00:00:00-04:00,162.68742177323023,164.8086963510818,162.11516752574818,163.5753936767578,81235400,0.0,0.0,AAPL
2023-05-05 00:00:00-04:00,168.69603550616367,171.97169398927426,168.4789730739112,171.25144958496094,113453200,0.0,0.0,AAPL
2023-05-08 00:00:00-04:00,170.17600924259867,171.52771903028287,169.8109565174022,171.18238830566406,55962800,0.0,0.0,AAPL
2023-05-09 00:00:00-04:00,170.73842563937583,171.22187065365208,169.3077975448434,169.47552490234375,45326900,0.0,0.0,AAPL
2023-05-10 00:00:00-04:00,170.70882753380215,171.70533067690712,169.60377809797177,171.24160766601562,53724500,0.0,0.0,AAPL
2023-05-11 00:00:00-04:00,171.52774738748727,172.2578529585823,169.87018071223292,171.4290771484375,49514700,0.0,0.0,AAPL
2023-05-12 00:00:00-04:00,171.5377307421917,171.97245613352067,168.94915782664347,170.50033569335938,45533100,0.24,0.0,AAPL
2023-05-15 00:00:00-04:00,171.0832715155854,171.13267487374878,169.4135375098661,170.00634765625,37266700,0.0,0.0,AAPL
2023-05-16 00:00:00-04:00,169.92730529834625,171.0635071571624,169.73958158279842,170.00634765625,42110300,0.0,0.0,AAPL
2023-05-17 00:00:00-04:00,169.65065404284252,170.8560084675657,168.37611683004315,170.618896484375,57951600,0.0,0.0,AAPL
2023-05-18 00:00:00-04:00,170.92517510124802,173.13831574371522,170.51021405749552,172.95059204101562,65496700,0.0,0.0,AAPL
2023-05-19 00:00:00-04:00,174.27450921230027,174.27450921230027,172.84190244667505,173.05926513671875,55809500,0.0,0.0,AAPL
2023-05-22 00:00:00-04:00,171.89341610998645,172.61467191708667,171.36977372037438,172.11077880859375,43570900,0.0,0.0,AAPL
2023-05-23 00:00:00-04:00,171.05365008995454,171.30065183036018,169.22583118063702,169.50247192382812,50747300,0.0,0.0,AAPL
2023-05-24 00:00:00-04:00,169.03807815911904,170.35212899950594,168.4749221279745,169.77908325195312,45143500,0.0,0.0,AAPL
2023-05-25 00:00:00-04:00,170.3422679275043,171.814388514026,169.63090177565675,170.91531372070312,56058300,0.0,0.0,AAPL
2023-05-26 00:00:00-04:00,171.24135456411133,173.6619683326656,171.03386649216068,173.32603454589844,54835000,0.0,0.0,AAPL
2023-05-30 00:00:00-04:00,174.83768056740178,176.84333305757605,174.45235853913644,175.17359924316406,55964400,0.0,0.0,AAPL
2023-05-31 00:00:00-04:00,175.20324889662425,177.19902686801004,174.64007778024913,175.12420654296875,99625300,0.0,0.0,AAPL
2023-06-01 00:00:00-04:00,175.56880955803746,177.95978426232014,174.8080400825605,177.93014526367188,68901800,0.0,0.0,AAPL
2023-06-02 00:00:00-04:00,178.8588580217184,179.59986307293,177.11008187963884,178.77981567382812,61996900,0.0,0.0,AAPL
2023-06-05 00:00:00-04:00,180.43967788018574,182.7318457046313,175.90471543246178,177.42625427246094,121946500,0.0,0.0,AAPL
2023-06-06 00:00:00-04:00,177.81162514951285,177.95982017265834,175.30207886845048,177.0607452392578,64848400,0.0,0.0,AAPL
2023-06-07 00:00:00-04:00,176.29996795070792,179.03675150695423,175.1934049571889,175.68740844726562,61944600,0.0,0.0,AAPL
2023-06-08 00:00:00-04:00,175.76644220337568,178.67118524398478,175.33173177978392,178.40443420410156,50214900,0.0,0.0,AAPL
2023-06-09 00:00:00-04:00,179.32325097528164,180.0444917855316,178.4636898031236,178.78973388671875,48900000,0.0,0.0,AAPL
2023-06-12 00:00:00-04:00,179.09600328256303,181.68457636718009,178.79959821677159,181.5857696533203,54274900,0.0,0.0,AAPL
2023-06-13 00:00:00-04:00,180.6076484418825,181.94144859403625,180.2519653861507,181.1115264892578,54929100,0.0,0.0,AAPL
2023-06-14 00:00:00-04:00,181.17080494588566,182.1785761189824,179.8370047903456,181.7438507080078,57462900,0.0,0.0,AAPL
2023-06-15 00:00:00-04:00,181.7537423543279,184.28303741690132,181.57589328622848,183.77914428710938,65433200,0.0,0.0,AAPL
2023-06-16 00:00:00-04:00,184.49051471623886,184.7474061455162,182.0600263098281,182.7022247314453,101256200,0.0,0.0,AAPL
2023-06-20 00:00:00-04:00,182.19834264439277,183.86807659469073,182.19834264439277,182.7911376953125,49799100,0.0,0.0,AAPL
2023-06-21 00:00:00-04:00,182.6824521359612,183.1863452547994,180.40015882951445,181.7537384033203,49515700,0.0,0.0,AAPL
2023-06-22 00:00:00-04:00,181.53641156794347,184.80671232510832,181.4672438415791,184.75730895996094,51245300,0.0,0.0,AAPL
2023-06-23 00:00:00-04:00,183.32467881492002,185.31056720794078,182.79114665956078,184.4411163330078,53117000,0.0,0.0,AAPL
2023-06-26 00:00:00-04:00,184.58932295318664,185.79469252512132,183.00850595123646,183.04803466796875,48088700,0.0,0.0,AAPL
2023-06-27 00:00:00-04:00,183.66057729582204,186.13059421306954,183.44321460104132,185.80455017089844,50730800,0.0,0.0,AAPL
2023-06-28 00:00:00-04:00,185.67612459327006,187.62249934110088,185.350095591546,186.9803009033203,51216800,0.0,0.0,AAPL
2023-06-29 00:00:00-04:00,186.81232983886036,187.79046201011187,186.67400948819943,187.3162078857422,46347300,0.0,0.0,AAPL
2023-06-30 00:00:00-04:00,189.33174450555188,192.14755478947328,188.9661717445866,191.6436767578125,85213200,0.0,0.0,AAPL
2023-07-03 00:00:00-04:00,191.4559555638213,191.55476227365418,189.46017761633829,190.15179443359375,31458200,0.0,0.0,AAPL
2023-07-05 00:00:00-04:00,189.27246641036476,190.66554451499093,188.33384790710164,189.03533935546875,46920300,0.0,0.0,AAPL
2023-07-06 00:00:00-04:00,187.56322301313529,189.71708585705593,186.93089921117289,189.5095977783203,45094300,0.0,0.0,AAPL
2023-07-07 00:00:00-04:00,189.11438325252212,190.35926638037827,187.95841711755844,188.39312744140625,46815000,0.0,0.0,AAPL
2023-07-10 00:00:00-04:00,186.9901598095207,187.71141562141005,184.79678352776446,186.34796142578125,59922200,0.0,0.0,AAPL
2023-07-11 00:00:00-04:00,186.8913900886379,187.02971045254367,184.36209481962464,185.8243408203125,46638100,0.0,0.0,AAPL
2023-07-12 00:00:00-04:00,187.40513225686783,189.4009103170613,186.20965240962747,187.4940643310547,60750200,0.0,0.0,AAPL
2023-07-13 00:00:00-04:00,188.21532339160274,188.897050597116,187.50395718374455,188.2548370361328,41342300,0.0,0.0,AAPL
2023-07-14 00:00:00-04:00,187.94854060692288,188.88714410801785,187.35574553686786,188.4030303955078,41616200,0.0,0.0,AAPL
2023-07-17 00:00:00-04:00,189.59852149146877,191.98951149918832,189.50960448705806,191.66346740722656,50520200,0.0,0.0,AAPL
2023-07-18 00:00:00-04:00,191.0311380681889,191.9993805984401,190.1122838217696,191.4065704345703,48288200,0.0,0.0,AAPL
2023-07-19 00:00:00-04:00,190.7841182449009,195.85258285437448,190.3395031262878,192.7601318359375,80507300,0.0,0.0,AAPL
2023-07-20 00:00:00-04:00,192.7502514500073,194.11370571807572,190.1913173439326,190.8137664794922,59581200,0.0,0.0,AAPL
2023-07-21 00:00:00-04:00,191.77214478083425,192.63170595716375,188.93655473427472,189.63804626464844,71951700,0.0,0.0,AAPL
2023-07-24 00:00:00-04:00,191.09039681521514,192.57240699977407,189.94430532096735,190.4383087158203,45377800,0.0,0.0,AAPL
2023-07-25 00:00:00-04:00,191.01136672601527,192.10805493602857,190.60628029804008,191.29788208007812,37283200,0.0,0.0,AAPL
2023-07-26 00:00:00-04:00,191.34728040522955,193.29365506077994,191.00148706119938,192.16732788085938,47471900,0.0,0.0,AAPL
2023-07-27 00:00:00-04:00,193.66911704133602,194.83495794865564,190.24073188727883,190.90269470214844,47460200,0.0,0.0,AAPL
2023-07-28 00:00:00-04:00,192.33527753863382,194.2717774555962,191.81163515269853,193.4813690185547,48291400,0.0,0.0,AAPL
2023-07-31 00:00:00-04:00,193.70862628447964,194.13347708185938,192.91821776612247,194.0939483642578,38824100,0.0,0.0,AAPL
2023-08-01 00:00:00-04:00,193.88647197429418,194.37058568804014,192.93797875368105,193.26402282714844,35175100,0.0,0.0,AAPL
2023-08-02 00:00:00-04:00,192.7008590133255,192.83917937620112,189.54912966810338,190.27037048339844,50389300,0.0,0.0,AAPL
2023-08-03 00:00:00-04:00,189.27245477585868,190.06284809201935,188.40300403713854,188.8772430419922,61235200,0.0,0.0,AAPL
2023-08-04 00:00:00-04:00,183.29500493096032,185.13269797319032,179.7381748247779,179.80734252929688,115956800,0.0,0.0,AAPL
2023-08-07 00:00:00-04:00,179.94570917112617,180.93371611312844,175.22303719441848,176.70504760742188,97576100,0.0,0.0,AAPL
2023-08-08 00:00:00-04:00,177.5349343777014,178.10798009875546,175.45023954323045,177.64361572265625,67823000,0.0,0.0,AAPL
2023-08-09 00:00:00-04:00,178.70078370635215,178.76006170176663,174.88707688488682,176.0529327392578,60378500,0.0,0.0,AAPL
2023-08-10 00:00:00-04:00,177.32747151707323,178.58224448237493,175.4700288246158,175.83558654785156,54686900,0.0,0.0,AAPL
2023-08-11 00:00:00-04:00,175.4299516016464,176.71608281179377,174.6681548123879,175.89492797851562,52036700,0.24,0.0,AAPL
2023-08-14 00:00:00-04:00,176.07304120627697,177.77470914879805,175.4200724407671,177.5471649169922,43675600,0.0,0.0,AAPL
2023-08-15 00:00:00-04:00,176.9733287591711,177.56692432110017,175.1628328578025,175.55856323242188,43622600,0.0,0.0,AAPL
2023-08-16 00:00:00-04:00,175.24200164765458,176.63696118746435,174.6187118962378,174.68797302246094,46964900,0.0,0.0,AAPL
2023-08-17 00:00:00-04:00,175.25187020963352,175.6179215615527,171.6308784010705,172.1453399658203,66062900,0.0,0.0,AAPL
2023-08-18 00:00:00-04:00,170.46346761685473,173.23362560342792,170.12709527960956,172.630126953125,61172200,0.0,0.0,AAPL
2023-08-21 00:00:00-04:00,173.20391662712854,174.2526155537449,171.88809143364858,173.9656982421875,46311900,0.0,0.0,AAPL
2023-08-22 00:00:00-04:00,175.17271045239184,175.78609702554508,174.37134667878323,175.3408966064453,42038900,0.0,0.0,AAPL
2023-08-23 00:00:00-04:00,176.61716031274474,179.61486234805133,176.42918310654636,179.18943786621094,52722800,0.0,0.0,AAPL
2023-08-24 00:00:00-04:00,178.74425133745834,179.16967585239115,174.13391827576947,174.49998474121094,54945800,0.0,0.0,AAPL
2023-08-25 00:00:00-04:00,175.4893068451812,177.2404295003986,173.9459373407173,176.70619201660156,51449600,0.0,0.0,AAPL
2023-08-28 00:00:00-04:00,178.17040801110178,178.6650784859593,176.64682959084442,178.26934814453125,43820700,0.0,0.0,AAPL
2023-08-29 00:00:00-04:00,177.78457014737916,182.9291401969668,177.58670497165372,182.15745544433594,53003900,0.0,0.0,AAPL
2023-08-30 00:00:00-04:00,182.9687355268348,185.84772159478027,182.77087033679462,185.64984130859375,60813900,0.0,0.0,AAPL
2023-08-31 00:00:00-04:00,185.8378136528603,187.10416895130786,185.48165028166278,185.86749267578125,60794500,0.0,0.0,AAPL
2023-09-01 00:00:00-04:00,187.47023078000296,187.89564016216337,186.27312153245367,187.4405517578125,45766500,0.0,0.0,AAPL
2023-09-05 00:00:00-04:00,186.27311615331163,187.95499277883354,185.61025951662367,187.677978515625,45280000,0.0,0.0,AAPL
2023-09-06 00:00:00-04:00,186.39186127990337,186.83707686156265,179.53573455303794,180.96038818359375,81755800,0.0,0.0,AAPL
2023-09-07 00:00:00-04:00,173.31273740579792,176.31045432139675,171.69021887943939,175.66737365722656,112488800,0.0,0.0,AAPL
2023-09-08 00:00:00-04:00,176.44896296342043,178.31881673909905,175.89491935539235,176.28076171875,65551300,0.0,0.0,AAPL
2023-09-11 00:00:00-04:00,178.1506198206809,178.37816399656032,175.44970834431305,177.44818115234375,58953100,0.0,0.0,AAPL
2023-09-12 00:00:00-04:00,177.57682236385347,178.2100000030001,172.95660168355545,174.4208221435547,90370200,0.0,0.0,AAPL
2023-09-13 00:00:00-04:00,174.62860679955227,175.41019478806757,172.12557481392682,172.35313415527344,84267900,0.0,0.0,AAPL
2023-09-14 00:00:00-04:00,172.14533201670497,174.22295413122683,171.72981061302968,173.86679077148438,60895800,0.0,0.0,AAPL
2023-09-15 00:00:00-04:00,174.59889423512476,174.61868528190746,171.967258666553,173.14456176757812,109259500,0.0,0.0,AAPL
2023-09-18 00:00:00-04:00,174.59890495957814,177.46800307348116,174.2922116482627,176.07302856445312,67257600,0.0,0.0,AAPL
2023-09-19 00:00:00-04:00,175.62783421196144,177.71534451200176,175.24199179139225,177.16131591796875,51826900,0.0,0.0,AAPL
2023-09-20 00:00:00-04:00,177.3492658362857,177.78457830053213,173.5304088946865,173.6194610595703,58436200,0.0,0.0,AAPL
2023-09-21 00:00:00-04:00,172.68948203416045,174.42082885900223,172.006834299268,172.07608032226562,63149100,0.0,0.0,AAPL
2023-09-22 00:00:00-04:00,172.80817906033587,175.19249433338604,172.19479251227028,172.92689514160156,56725400,0.0,0.0,AAPL
2023-09-25 00:00:00-04:00,172.3432048049037,175.08368369125543,172.29373473406022,174.2031707763672,46172700,0.0,0.0,AAPL
2023-09-26 00:00:00-04:00,172.95662192119033,173.33256128157663,169.8303003575296,170.12710571289062,64588900,0.0,0.0,AAPL
2023-09-27 00:00:00-04:00,170.7800319235512,171.19555331579562,167.24809254140138,168.61337280273438,66921800,0.0,0.0,AAPL
2023-09-28 00:00:00-04:00,167.53500431517824,170.19633406818943,165.83333655703308,168.87062072753906,56294400,0.0,0.0,AAPL
2023-09-29 00:00:00-04:00,170.18644988639232,171.2252609973693,168.5243490895999,169.3850860595703,51861100,0.0,0.0,AAPL
2023-10-02 00:00:00-04:00,169.39496352748424,172.4421355524603,169.10804618991,171.8979949951172,52164500,0.0,0.0,AAPL
2023-10-03 00:00:00-04:00,170.42387079713225,171.77927819729268,168.99923247491208,170.5623779296875,49594600,0.0,0.0,AAPL
2023-10-04 00:00:00-04:00,169.26633133730053,172.35308521759683,169.14761525980057,171.80894470214844,53020300,0.0,0.0,AAPL
2023-10-05 00:00:00-04:00,171.93758200671277,173.5798918450903,170.83941278902026,173.045654296875,48527900,0.0,0.0,AAPL
2023-10-06 00:00:00-04:00,171.94747372177912,176.092815045354,171.33407201891083,175.59814453125,57266700,0.0,0.0,AAPL
2023-10-09 00:00:00-04:00,174.9253820623563,177.1415113656987,173.92615307401468,177.0821533203125,42390800,0.0,0.0,AAPL
2023-10-10 00:00:00-04:00,176.20162316730602,177.80435062036204,176.05321297222847,176.488525390625,43698000,0.0,0.0,AAPL
2023-10-11 00:00:00-04:00,176.300562769531,177.9329844734106,175.70696722860302,177.88351440429688,47551100,0.0,0.0,AAPL
2023-10-12 00:00:00-04:00,178.1506510638416,180.39644439001881,177.13161588848607,178.78382873535156,56743100,0.0,0.0,AAPL
2023-10-13 00:00:00-04:00,179.48624788964275,179.9908063804386,176.24121051823693,176.9436492919922,51427100,0.0,0.0,AAPL
2023-10-16 00:00:00-04:00,174.86602989056055,177.17119633941073,174.6285826048942,176.81503295898438,52517000,0.0,0.0,AAPL
2023-10-17 00:00:00-04:00,174.7670787756051,176.51821654411026,172.93680701299223,175.26174926757812,57549400,0.0,0.0,AAPL
2023-10-18 00:00:00-04:00,173.70847504574286,175.68715682310025,173.24348362037233,173.9656982421875,54764400,0.0,0.0,AAPL
2023-10-19 00:00:00-04:00,174.16358722416024,175.9444040866048,173.32265641144056,173.58978271484375,59302900,0.0,0.0,AAPL
2023-10-20 00:00:00-04:00,173.44138408316581,173.55021220691836,170.79984518424126,171.03729248046875,64244000,0.0,0.0,AAPL
2023-10-23 00:00:00-04:00,169.08825648819888,172.15520421409377,168.11869153900426,171.15597534179688,55980100,0.0,0.0,AAPL
2023-10-24 00:00:00-04:00,171.2054814250168,171.81886808001443,169.62252961684246,171.59132385253906,43816600,0.0,0.0,AAPL
2023-10-25 00:00:00-04:00,170.04794519039626,171.21536038795298,168.83104482476435,169.27626037597656,57157000,0.0,0.0,AAPL
2023-10-26 00:00:00-04:00,168.55403244057868,169.55327657792432,163.90413245355498,165.1111297607422,70625300,0.0,0.0,AAPL
2023-10-27 00:00:00-04:00,165.13090664912622,167.1590586780216,165.05175755916278,166.42694091796875,58499100,0.0,0.0,AAPL
2023-10-30 00:00:00-04:00,167.21841659954197,169.34549366723184,167.0700063949142,168.47486877441406,51131000,0.0,0.0,AAPL
2023-10-31 00:00:00-04:00,167.54490564738762,169.07837213199355,166.1103491096919,168.94976806640625,44846000,0.0,0.0,AAPL
2023-11-01 00:00:00-04:00,169.1773175299865,172.37288485640974,168.3066925856151,172.11566162109375,56934900,0.0,0.0,AAPL
2023-11-02 00:00:00-04:00,173.64913976332178,175.88504503012373,173.58978171760563,175.6772918701172,77334800,0.0,0.0,AAPL
